gwas_id	Disease	n	Genes
GWAS:933	Vitiligo_NA_2016	240	50651, 473, 6723, 731, 54665, 26191, 115352, 5788, 87178, 27086, 50852, 941, 141, 8842, 1010, 51151, 3702, 8340, 8329, 8341, 3009, 81697, 387032, 64288, 80317, 9753, 114821, 81696, 81797, 2550, 4340, 346171, 3134, 3135, 3105, 30834, 6992, 80352, 11074, 135644, 10107, 7726, 56658, 202658, 79897, 202658, 3133, 2794, 79969, 170954, 11270, 394263, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 100507436, 4277, 401250, 7919, 534, 4795, 199, 7916, 7917, 55937, 57827, 7918, 58496, 80741, 7920, 259215, 110599563, 58530, 110599563, 80740, 23564, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 4758, 80736, 10919, 717, 221527, 629, 7936, 6499, 8859, 7148, 1388, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3123, 3117, 3119, 3108, 1302, 6257, 6293, 6222, 8705, 9277, 10471, 5863, 6892, 1616, 3833, 5252, 8831, 3710, 117283, 222659, 221472, 60468, 8635, 11116, 1235, 54504, 54927, 64761, 7038, 8840, 10783, 3559, 84991, 10077, 960, 6506, 572, 56834, 283234, 2915, 7299, 50507, 2313, 6490, 5869, 6821, 64375, 6231, 2065, 5036, 23316, 144717, 10019, 8315, 80724, 22895, 2999, 3002, 64919, 8924, 25989, 10066, 4351, 9377, 29123, 6687, 27132, 1800, 5119, 124045, 8558, 124044, 9605, 92822, 2175, 84501, 22980, 4157, 54849, 79007, 2622, 11105, 2648, 5878, 2695, 9144, 8792, 148022, 58506, 3661, 83596, 3276, 199800, 126129, 51654, 6640, 84557, 128869, 23054, 81031, 55959, 5770, 64092, 53347, 114904, 5905, 23264, 7008, 10766, 84844, 50, 171568, 27254, 5372, 27351, 2547, 4809, 150365, 79879, 3127, 50943, 89801, 102724473, 9452, 159091
GWAS:937	Vertical_cup_disc_ratio_NA_2017_2	115	29943, 10158, 54112, 84722, 128346, 10500, 79626, 79005, 29765, 6944, 11000, 25903, 51478, 25874, 9068, 6004, 51127, 4358, 22934, 401027, 53938, 165100, 54918, 57415, 4286, 6152, 151636, 84107, 5028, 645104, 54876, 26057, 25854, 1208, 5603, 221400, 57691, 3201, 83637, 1750, 402573, 2056, 100130771, 441282, 1804, 137362, 55312, 442425, 389799, 9858, 54461, 5730, 64081, 3189, 54619, 5002, 144124, 283106, 390162, 10235, 5837, 7536, 254102, 65003, 10432, 100526737, 5936, 38, 11095, 10436, 10162, 83758, 387836, 338785, 7786, 7316, 26747, 27141, 56413, 1690, 23582, 6652, 283726, 115939, 10294, 81831, 80152, 3931, 11269, 55159, 388333, 51701, 113235, 6388, 284086, 51195, 5275, 57719, 2865, 199720, 27335, 6183, 92609, 4294, 100170765, 8993, 147664, 255043, 5173, 650, 128822, 2691, 84767, 3764, 57215
GWAS:963	Asthma__fixed_effect_model__NA_2018	105	134, 3554, 8808, 9173, 8809, 8807, 130340, 91137, 85480, 134430, 814, 8974, 6584, 3659, 10111, 3596, 23176, 80762, 3024, 8340, 8329, 8341, 3009, 8356, 7746, 64288, 80317, 222696, 114821, 5987, 442191, 81696, 81797, 11074, 7726, 221545, 203068, 10211, 394263, 170679, 170680, 6941, 5460, 3106, 100507436, 4277, 401250, 7919, 4795, 1192, 7148, 80863, 9374, 80864, 10554, 6048, 63940, 4855, 10665, 56244, 3122, 3117, 3119, 3112, 5696, 60468, 90865, 89882, 26147, 2625, 240, 745, 746, 9415, 3992, 51564, 4665, 6778, 11260, 6095, 4088, 1773, 10131, 23274, 84961, 5469, 51755, 84152, 10948, 8557, 5409, 93210, 2064, 22806, 124626, 55876, 94103, 100505591, 284110, 5709, 1440, 9862, 7067, 22834, 5245
GWAS:967	Schizophrenia_NA_2018	739	9651, 9903, 148479, 90326, 55735, 50651, 473, 54361, 127703, 55700, 991, 23334, 81888, 5792, 9682, 6487, 9670, 533, 84871, 1996, 7804, 5142, 58155, 1806, 3752, 7812, 51177, 51107, 9129, 23248, 55793, 79005, 57459, 27173, 3782, 57326, 51043, 127579, 56893, 28956, 23385, 339416, 27252, 84614, 462, 149041, 55765, 25778, 4179, 9859, 10806, 10000, 5443, 1058, 60509, 9553, 64080, 5500, 245711, 55006, 23683, 6546, 9378, 51130, 23198, 98, 7444, 55120, 53335, 94097, 26056, 7840, 151011, 9839, 1781, 254042, 29789, 91526, 23451, 80219, 3329, 100529241, 25843, 130132, 92935, 66037, 5334, 23314, 348751, 205327, 129450, 79568, 26010, 1385, 2066, 26058, 3769, 389084, 25791, 152330, 491, 23228, 9779, 7068, 27303, 9881, 9941, 23166, 64943, 440957, 55193, 26354, 55830, 28972, 6787, 3697, 3699, 3700, 389125, 100526772, 375346, 51460, 7086, 2272, 80145, 9861, 166336, 27086, 8997, 84561, 5523, 55167, 5096, 10274, 80723, 4690, 53833, 165679, 8087, 131118, 116211, 85460, 5099, 170825, 55024, 7323, 493856, 150159, 133308, 80319, 8821, 1182, 2823, 10884, 348980, 133418, 79993, 57688, 353189, 133482, 1946, 4124, 51307, 51780, 51308, 2107, 3313, 51523, 83697, 4695, 55374, 3550, 54853, 3035, 23438, 153527, 56147, 56146, 56145, 56144, 56143, 56142, 56141, 56140, 9752, 56139, 56138, 56137, 56136, 56135, 10827, 4238, 55568, 6444, 57451, 55604, 10590, 255626, 10050, 6568, 10786, 10246, 10475, 3024, 3006, 3077, 8364, 3010, 8347, 8334, 3008, 3017, 8351, 3013, 8365, 11118, 10385, 11119, 10384, 11120, 696, 10473, 29777, 79692, 8969, 85236, 10279, 94026, 346157, 7738, 8340, 8329, 8363, 8341, 3009, 8356, 81697, 7718, 80345, 7745, 7746, 387032, 222698, 84547, 64288, 80317, 9753, 222696, 114821, 5987, 26692, 442186, 26707, 442191, 81696, 81797, 26531, 26716, 10537, 4340, 346171, 3134, 3135, 3105, 80352, 135644, 10107, 89870, 7726, 56658, 202658, 2794, 23, 79969, 221545, 170954, 11270, 203068, 10211, 780, 2968, 57176, 389376, 135656, 394263, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 4277, 401250, 7919, 534, 4049, 7124, 259197, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 7920, 259215, 110599563, 80740, 23564, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 4758, 80736, 10919, 717, 221527, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3123, 3117, 3119, 3117, 3118, 3120, 3108, 1302, 9277, 10471, 5863, 6892, 9278, 1616, 3833, 5252, 8831, 221504, 578, 3710, 117283, 221496, 5754, 23113, 7021, 667, 51557, 23469, 346007, 577, 56479, 4199, 167681, 9892, 60468, 2309, 117247, 10758, 154075, 23345, 8379, 4521, 29886, 221935, 6671, 1687, 9586, 3624, 54606, 83698, 9863, 27445, 2913, 9988, 79161, 5243, 8910, 23089, 64599, 7205, 402682, 43, 375612, 6733, 83943, 27044, 9162, 64478, 4482, 4481, 51201, 23362, 2185, 1191, 27257, 9530, 23259, 84513, 54904, 137994, 2260, 767, 4325, 7071, 7227, 90390, 51571, 50807, 203062, 4062, 23081, 152006, 23137, 23196, 9568, 1620, 783, 288, 84159, 54838, 1586, 119032, 57412, 54805, 22978, 729020, 9118, 84108, 9148, 22986, 5286, 4925, 120534, 744, 51317, 90993, 8525, 55626, 9776, 392, 79797, 2147, 9793, 4038, 79096, 84364, 710, 219539, 10978, 25921, 219541, 51075, 280636, 643376, 1500, 28992, 23130, 5526, 283129, 116071, 402, 4296, 399909, 6494, 54970, 1813, 4900, 23584, 90952, 79684, 399979, 50863, 4978, 219938, 22997, 83700, 23310, 112936, 27087, 775, 55605, 225, 5094, 4665, 6778, 8091, 56899, 83892, 28981, 488, 51434, 51184, 29902, 51699, 144715, 160760, 79600, 84329, 5501, 4842, 121665, 605, 6249, 23457, 79676, 51329, 57605, 10198, 91574, 8099, 55206, 387893, 196383, 80212, 144348, 7223, 55068, 64062, 54602, 728215, 5587, 64067, 161357, 6252, 22990, 9369, 2957, 64919, 4140, 115708, 9529, 3831, 84334, 7517, 79038, 23368, 254531, 56924, 5330, 7158, 4130, 9677, 80031, 56204, 3990, 102, 54778, 83660, 10021, 84894, 3658, 1138, 1136, 1143, 79631, 283726, 64506, 8120, 54993, 84942, 4828, 23478, 9640, 4916, 5045, 2242, 1106, 115, 9093, 29965, 54715, 23042, 7385, 255762, 730094, 146177, 253982, 253980, 124446, 9344, 8479, 283899, 8448, 146378, 83723, 5531, 6911, 79153, 5595, 65009, 79918, 23019, 55238, 10204, 5699, 3931, 6560, 64174, 54920, 4775, 80004, 23659, 9057, 84138, 84916, 6645, 27183, 84342, 64146, 51388, 146456, 7014, 2734, 7531, 23293, 63826, 7326, 10743, 6720, 146691, 83450, 91647, 79018, 1819, 5598, 5717, 5469, 51755, 7473, 2695, 8913, 56155, 4884, 57521, 1630, 6925, 55628, 26251, 80148, 84444, 79973, 773, 404037, 53345, 57794, 23383, 54815, 83983, 51079, 374887, 148113, 80714, 9170, 51291, 9745, 23094, 2524, 54922, 2523, 51070, 5639, 57479, 6237, 58506, 3661, 83596, 3276, 140885, 343578, 79913, 26051, 6789, 3745, 5740, 8675, 54487, 29801, 4248, 8911, 2033, 150356, 5905, 6721, 115650, 79019, 55964, 164684, 4668, 150368, 4700, 6942, 23774, 9889, 79087, 79174, 3336, 286077, 4192, 1132, 283254, 10094, 100131244, 83719, 1506, 440829, 91689, 57502, 5251, 79135, 11141
GWAS:975	Systemic_Lupus_Erythematosus_NA_2018_2	270	57449, 10745, 54665, 440603, 3918, 23057, 9887, 4688, 200734, 4249, 25801, 54842, 100131211, 4664, 2744, 6772, 6775, 57406, 54899, 5162, 79598, 29970, 55024, 7903, 6932, 10318, 63920, 55604, 10590, 10050, 6568, 10786, 10246, 10475, 3024, 3077, 8364, 3010, 8347, 3008, 3017, 3013, 8365, 11118, 10385, 11119, 10384, 11120, 696, 10473, 29777, 79692, 94026, 7738, 8340, 8329, 8363, 8341, 3009, 8356, 81697, 7718, 80345, 7745, 7746, 387032, 222698, 84547, 64288, 80317, 9753, 222696, 114821, 5987, 26692, 442191, 81696, 81797, 26716, 10537, 2550, 7932, 346171, 3134, 3135, 3105, 80352, 11074, 10107, 7726, 56658, 202658, 79897, 202658, 2794, 23, 79969, 221545, 8449, 170954, 11270, 203068, 10211, 8870, 780, 2968, 57176, 389376, 135656, 394263, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 100507436, 4277, 7919, 534, 4795, 4049, 7124, 7940, 259197, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 7920, 259215, 110599563, 58530, 110599563, 23564, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 3304, 4758, 80736, 10919, 717, 221527, 629, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 56244, 3122, 3123, 3117, 3119, 3117, 3118, 3120, 3112, 5696, 5698, 6890, 3109, 3108, 3113, 3115, 1302, 6257, 3710, 64771, 6631, 54887, 6882, 23294, 6954, 222663, 7629, 50619, 5467, 51513, 7128, 8935, 2737, 3663, 23534, 9258, 4482, 83595, 54984, 54984, 286046, 66036, 83648, 640, 2222, 613210, 4067, 57705, 84159, 219790, 81490, 3265, 115399, 57661, 3665, 53841, 1815, 10522, 64787, 283232, 960, 91056, 121260, 28955, 23274, 3684, 3687, 2886, 22806, 124626, 55876, 94103, 201176, 9842, 1394, 246744, 284058, 60386, 2885, 4772, 84444, 3383, 3386, 7087, 100125288, 112812, 3385, 58506, 255043, 7332, 150223, 721, 3127, 653361, 6343
GWAS:987	Schizophrenia_PGC_2018	391	9651, 55735, 63967, 192670, 26523, 192669, 55700, 79693, 4520, 81888, 5792, 9682, 6487, 1806, 51177, 55793, 23385, 5929, 25778, 10806, 10000, 5443, 64080, 79833, 90957, 7444, 53335, 56603, 94097, 26056, 10574, 7840, 151011, 1803, 23451, 80219, 3329, 100529241, 25843, 130132, 205327, 129450, 79568, 26010, 1385, 27013, 79137, 130617, 26058, 3769, 389084, 25791, 152330, 9779, 9881, 440957, 55193, 55830, 6787, 3697, 3699, 3700, 389125, 100526772, 375346, 51460, 80145, 9861, 166336, 27086, 8997, 5523, 5096, 10274, 53833, 8087, 131118, 1182, 348980, 79993, 57688, 133482, 2107, 3313, 54882, 404734, 4695, 55374, 3550, 54853, 3035, 23438, 153527, 56147, 56146, 56145, 56144, 56143, 56142, 56141, 56140, 9752, 56139, 56138, 56137, 56136, 56135, 5521, 4238, 55568, 51567, 10050, 6568, 10786, 10246, 10475, 3024, 3006, 3077, 8364, 3010, 8347, 8334, 3008, 3017, 11118, 10384, 11120, 696, 29777, 79692, 8969, 94026, 8340, 8329, 8363, 8341, 3009, 8356, 81697, 7718, 80345, 7745, 7746, 387032, 222698, 84547, 64288, 80317, 9753, 222696, 114821, 5987, 26692, 26707, 442191, 81696, 81797, 2550, 4340, 346171, 3134, 3135, 11074, 10107, 89870, 7726, 56658, 221545, 11270, 203068, 10211, 780, 389376, 135656, 29113, 170679, 170680, 54535, 6941, 5460, 3107, 3106, 4277, 534, 7124, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 23564, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 4758, 80736, 10919, 717, 221527, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 3122, 3123, 3117, 3119, 3108, 1302, 3833, 5252, 8831, 221504, 578, 3710, 117283, 221496, 23113, 667, 51557, 9892, 2309, 8379, 83698, 9988, 79161, 5243, 6733, 83943, 9162, 64478, 4482, 4325, 203062, 152006, 783, 288, 1586, 119032, 57412, 54805, 22978, 729020, 9118, 84108, 9148, 22986, 8525, 55626, 9776, 392, 2147, 9793, 25921, 51075, 280636, 643376, 1500, 28992, 5526, 116071, 4900, 23584, 90952, 79684, 399979, 22997, 83700, 775, 5094, 4665, 8091, 56899, 83892, 89910, 28981, 488, 6249, 23457, 79676, 51329, 57605, 10198, 91574, 8099, 387893, 144348, 55068, 5587, 114088, 6252, 22990, 2957, 64919, 9529, 3831, 84334, 7517, 79038, 23368, 2562, 56204, 9488, 3990, 3658, 123688, 1138, 1136, 1143, 64506, 8120, 57188, 54993, 84942, 4828, 23478, 9640, 4916, 5045, 2242, 4122, 9093, 54715, 253980, 124446, 9344, 8479, 8448, 5595, 23659, 23293, 63826, 388336, 6720, 146691, 83450, 91647, 79018, 1819, 22905, 27077, 6925, 57794, 23383, 54815, 51291, 9745, 140885, 79913, 26051, 3745, 5740, 9980, 4248, 8911, 6721, 79019, 55964, 164684, 4668, 150368, 4700, 6942, 23774, 9889, 79087, 3127, 1132, 283254, 91689
GWAS:989	Schizophrenia_Bipolar_disorder_PGC_2018	561	9651, 57449, 55735, 2170, 127703, 192670, 26523, 192669, 81888, 5792, 9682, 1806, 10451, 3752, 7812, 51177, 51107, 79630, 9129, 23248, 80222, 1893, 8416, 55793, 79005, 57326, 51043, 127579, 149095, 9674, 55765, 4179, 57568, 56776, 10806, 10000, 22950, 9553, 64080, 7444, 55120, 53335, 94097, 26056, 7840, 56910, 55654, 9391, 23020, 23397, 81562, 29789, 91526, 23451, 80219, 3329, 100529241, 25843, 130132, 66037, 5334, 23314, 348751, 205327, 129450, 79568, 26010, 1385, 151194, 79137, 130617, 80309, 26058, 3769, 389084, 25791, 152330, 27303, 9881, 4292, 9209, 211, 54106, 80335, 23166, 64943, 440957, 55193, 26354, 55830, 28972, 6787, 3697, 3699, 3700, 389125, 100526772, 375346, 51460, 2272, 80145, 9861, 166336, 27086, 961, 66000, 8087, 131118, 2555, 201780, 23284, 55714, 10884, 348980, 57688, 84059, 353189, 133482, 51307, 51780, 51308, 2107, 3313, 83697, 54882, 404734, 4695, 55374, 3550, 54853, 373863, 3035, 23438, 153527, 56147, 56146, 56145, 56144, 56143, 56142, 56141, 56140, 9752, 56139, 56138, 56137, 56136, 56135, 5521, 4238, 55568, 6444, 51567, 10050, 6568, 10786, 10246, 10475, 3024, 3006, 3077, 8364, 3010, 8347, 8334, 3008, 3017, 8365, 11118, 10384, 11120, 696, 29777, 79692, 8969, 10279, 94026, 7738, 8340, 8329, 8363, 8341, 3009, 8356, 81697, 7718, 80345, 7745, 7746, 387032, 222698, 84547, 64288, 80317, 9753, 222696, 114821, 5987, 26692, 442191, 81696, 81797, 2550, 346171, 11074, 7726, 56658, 221545, 780, 2968, 389376, 135656, 170679, 1041, 6941, 5460, 3107, 3106, 534, 7124, 199, 7916, 7917, 55937, 57827, 7918, 1460, 58496, 80740, 23564, 1192, 4439, 401251, 80737, 7407, 57819, 3305, 3303, 4758, 80736, 10919, 717, 221527, 7936, 6499, 1797, 8859, 7148, 1388, 63943, 80863, 9374, 80864, 10554, 6048, 177, 5089, 63940, 4855, 10665, 3122, 3123, 3117, 3119, 3120, 3108, 1616, 3833, 5252, 8831, 221504, 578, 3710, 117283, 23113, 10864, 24149, 7021, 667, 577, 4199, 167681, 9892, 10492, 10758, 154215, 23345, 6196, 8379, 6671, 1687, 3624, 2913, 9988, 79161, 5243, 64599, 6733, 222255, 168451, 4189, 83943, 389549, 9162, 27147, 51650, 100507421, 64478, 4482, 51201, 137492, 27257, 9530, 23259, 84513, 54904, 137994, 2260, 4325, 203062, 1620, 338596, 783, 288, 55280, 54838, 1586, 119032, 57412, 54805, 22978, 9446, 22986, 8525, 55626, 9776, 392, 745, 746, 144097, 2011, 283248, 79829, 1351, 55611, 28992, 5526, 65003, 246330, 582, 8722, 55231, 9973, 100526737, 5936, 83759, 6712, 79703, 5091, 78999, 54970, 1813, 4900, 90952, 79684, 399979, 22997, 83700, 23310, 27087, 79602, 775, 8085, 466, 4665, 8091, 56899, 121665, 6249, 23457, 79676, 51329, 57605, 10198, 91574, 8099, 55206, 387893, 196383, 80212, 144348, 55068, 64062, 54602, 266722, 23026, 5587, 9472, 161357, 6547, 22990, 64919, 115708, 9529, 3831, 84334, 7517, 79038, 23368, 5330, 23339, 56204, 3990, 3658, 123688, 1138, 1136, 1143, 64506, 8120, 57188, 54993, 84942, 4828, 23478, 9640, 57538, 4916, 5045, 2242, 54715, 2903, 23042, 146177, 253982, 253980, 124446, 9344, 8479, 283899, 8448, 83723, 5531, 6911, 79153, 5595, 79918, 23019, 84080, 81577, 57610, 55815, 80152, 10204, 23644, 5681, 5699, 3931, 6560, 64180, 64174, 80004, 23659, 9057, 84916, 6645, 27183, 84342, 64146, 51388, 146456, 7014, 1800, 5119, 124045, 124044, 9605, 92822, 2175, 84501, 7531, 23293, 63826, 388336, 60528, 91647, 5598, 388364, 1362, 9527, 40, 9862, 3131, 4884, 57521, 8715, 1630, 6925, 26251, 404037, 53345, 57794, 23383, 54815, 83983, 51079, 374887, 148113, 80714, 9170, 51291, 57130, 58506, 3661, 83596, 84878, 10155, 27243, 9040, 7593, 83658, 58476, 2686, 343578, 79913, 26051, 7150, 6789, 3787, 128488, 3745, 5740, 3755, 1917, 9980, 29799, 5594, 9647, 50487, 91445, 3985, 113791, 4248, 8911, 63929, 150353, 5905, 79019, 55964, 164684, 4668, 150368, 4700, 6942, 11252, 9889, 79087, 3336, 283254, 91689, 415116
GWAS:998	White_blood_cell_count_NA_2018	162	84967, 64960, 1441, 84824, 127943, 114548, 2646, 23518, 23190, 3938, 4175, 1615, 64844, 9936, 100526664, 4065, 22925, 115677, 10109, 151306, 14, 25953, 64114, 1238, 100506243, 1582, 4634, 5745, 151903, 23218, 29072, 64147, 23276, 25930, 22937, 54859, 80145, 9861, 84273, 5431, 3490, 2921, 2920, 441024, 79966, 1950, 7015, 84059, 5098, 56098, 56097, 89848, 6239, 135656, 100507679, 29113, 170679, 1041, 170680, 54535, 6941, 5460, 3107, 3106, 4277, 401250, 7919, 534, 4795, 4049, 7124, 4050, 7940, 7148, 1388, 63943, 9374, 5089, 4855, 3122, 3108, 3113, 3115, 578, 3710, 3159, 51513, 222659, 222658, 11329, 83861, 117289, 90639, 2768, 9586, 64759, 948, 57798, 30816, 5189, 84060, 257415, 1021, 55636, 80243, 445815, 26086, 56623, 23411, 80201, 64115, 84986, 10023, 23401, 159296, 79847, 51684, 81603, 403, 4601, 4607, 6688, 5702, 5913, 10658, 4722, 114971, 399888, 10963, 160762, 4633, 23316, 2322, 29091, 4212, 5479, 9325, 23060, 4947, 348093, 597, 23090, 94103, 284110, 5709, 1440, 9862, 7067, 9572, 22794, 116444, 8698, 56926, 1032, 57191, 400720, 79744, 374928, 90233, 23627, 26088, 93380
GWAS:1004	Red_blood_cell_count_NA_2018	209	60313, 3652, 5586, 51179, 91181, 7170, 9898, 200185, 79957, 23381, 84283, 112770, 7203, 128229, 5788, 5629, 22950, 5581, 23550, 9839, 23228, 7068, 54986, 54464, 545, 5357, 55892, 131540, 51088, 57728, 5981, 152831, 81608, 7364, 100631383, 8987, 79725, 132660, 51138, 2994, 2993, 7015, 9315, 10636, 6569, 345456, 2161, 8341, 81697, 29113, 170679, 1041, 3107, 401250, 7919, 80736, 10919, 717, 221527, 8859, 7148, 1388, 63943, 9374, 5089, 4855, 3122, 5698, 6890, 1302, 578, 3710, 3159, 7942, 5225, 10817, 100188893, 25862, 9477, 705, 896, 64577, 10767, 4602, 340260, 94239, 5814, 10320, 63979, 1644, 1021, 5118, 64598, 7036, 51412, 2783, 64599, 2056, 647087, 252969, 23039, 3174, 7227, 10171, 29989, 11182, 220972, 93550, 23411, 159296, 51272, 60626, 745, 746, 2237, 9415, 3992, 4863, 472, 160140, 143888, 7704, 2597, 25900, 8630, 160762, 4633, 23316, 10019, 8315, 80724, 217, 8550, 89894, 10961, 80018, 10906, 283450, 22895, 4939, 10240, 10166, 9882, 348094, 57722, 54878, 10260, 55466, 80349, 55898, 91433, 1387, 253982, 253980, 124446, 9344, 8479, 283899, 8448, 146378, 83723, 5531, 6911, 79153, 5595, 29123, 23495, 4137, 284058, 4905, 7473, 3213, 3214, 3218, 11322, 147138, 100141515, 9050, 115106, 147339, 10347, 84444, 29911, 22983, 1777, 10661, 2639, 256126, 2193, 811, 5886, 90480, 5639, 57479, 6237, 140685, 7165, 80331, 6453, 29781, 1890, 440836, 113730, 644186, 1375, 391104, 253725, 83719, 26277
GWAS:1007	Mean_corpuscular_volume_NA_2018	356	978, 10158, 1647, 54855, 11000, 57459, 9909, 200186, 27173, 91181, 7170, 388701, 25912, 9898, 10456, 632, 79957, 23381, 84283, 112770, 7203, 128229, 391112, 128368, 5788, 25893, 343171, 9792, 9839, 22925, 23228, 8850, 7068, 115286, 7018, 58477, 51560, 131890, 256356, 54464, 545, 5357, 26577, 23350, 84517, 55892, 344657, 79782, 5437, 7037, 131540, 200931, 26043, 10296, 57545, 26234, 51088, 57728, 5981, 152831, 55589, 152559, 5602, 4299, 1950, 5393, 890, 55212, 7222, 10723, 7015, 9315, 23367, 10826, 9337, 25929, 29093, 133491, 3720, 2766, 6568, 10246, 3077, 3010, 8334, 696, 8341, 8356, 81697, 387032, 80317, 257202, 114821, 7932, 780, 135656, 170679, 3107, 5698, 7942, 5225, 10817, 100188893, 25862, 9477, 705, 896, 129685, 117247, 6446, 64577, 10767, 4602, 94239, 10320, 63979, 1644, 9031, 9275, 26608, 51085, 1021, 5118, 64598, 7036, 51412, 2783, 64599, 9046, 23039, 10361, 11030, 6575, 114926, 51366, 5339, 84875, 2907, 55064, 403313, 10171, 64420, 643236, 83937, 240, 220972, 93550, 55328, 159296, 79847, 10121, 51684, 118980, 1586, 119032, 57412, 54805, 22978, 255022, 51272, 113746, 60626, 23410, 5002, 6240, 23075, 55553, 8048, 79733, 2237, 9415, 3992, 10938, 823, 55231, 100526737, 83759, 6199, 5790, 57175, 390212, 57010, 80194, 9049, 10263, 51475, 38, 4863, 472, 160140, 143888, 7704, 8882, 116519, 5916, 84975, 9700, 121340, 6667, 269, 54458, 5094, 7786, 517, 32, 283446, 89910, 326625, 4598, 79600, 160762, 4633, 23316, 10019, 8315, 80724, 217, 8550, 89894, 10961, 80018, 10906, 283450, 5781, 22895, 4940, 4939, 1337, 51499, 283459, 8683, 8655, 84274, 9921, 51367, 9478, 9761, 84747, 35, 121665, 10240, 10166, 1997, 23026, 8660, 51292, 100529261, 2342, 100529261, 51218, 55778, 122416, 7187, 57722, 54878, 81556, 9187, 10260, 8766, 64799, 4122, 91433, 3042, 55692, 83986, 8786, 84326, 63922, 5531, 6911, 79153, 9780, 353, 197322, 9618, 55731, 51379, 79915, 79736, 55803, 7343, 4137, 284058, 4905, 7473, 3690, 124989, 10237, 81558, 11143, 11322, 147138, 6563, 9050, 498, 115106, 147339, 2235, 4677, 10347, 23526, 84717, 29911, 22983, 1777, 10661, 2639, 256126, 2193, 811, 5886, 90480, 4218, 84941, 4650, 83878, 56006, 2618, 9946, 6453, 23119, 7332, 150223, 150280, 25793, 339669, 7263, 4357, 79734, 164656, 80339, 25813, 91289, 29781, 1890, 440836, 113730, 644186, 1375, 1120, 23542, 410, 10899, 391104, 343172, 10383, 253725, 3050, 3040, 84331, 83719, 375791, 26277, 90736, 28986, 56159
